19736014x88227392;60642425x92728947:39966663x21677338;91714696x72487057
56227756x11175791;69884737x21619446:5611937x21742587;35072735x42026136
63410599x92290158;99802616x99564978:57629524x39655887;65377605x82616688
72148267x69831418;76546836x87293444:32879169x87119642;98356834x87572505
61919670x95835397;98355480x99551416:6076919x53363420;30941796x92005204
48580505x53938923;49716142x96721010:34203531x26133552;97399145x94357084
97852251x20550509;99965799x64531683:73281803x88420151;76149873x89838724
28507580x82745046;29615754x96648719:50394128x89803889;80346779x99831383
44080448x5680747;45252533x95537688:69292747x30083613;74050635x81948950
46097124x60154049;86401535x77530377:69706000x17254104;96995316x82844337
89659245x84599689;93849166x96363235:99699675x82965407;99914178x84083263
7261294x38834525;94274837x95707505:97966077x112194;99883768x68038544
12404680x23588466;43813970x31718048:51966672x86679903;76868545x87024005
68323980x85651400;99714870x99761607:64637394x52096301;80825768x92765973
84295951x80878183;95465782x84392786:70722013x13746572;83085091x72136110
19130610x97302848;69860366x98268382:8233050x35347420;19111271x69687615
74660087x91642092;75091716x97109100:77676905x55678586;83100699x90701384
53838613x11747728;98668868x44566260:3099842x20910867;85949314x27967777
41730263x22260145;49344524x67260377:9989388x87124459;70933278x99230636
22110695x2406157;87749061x75431455:32712294x5280474;73662237x36088671
63752436x20661657;67929037x42717336:71118138x93256719;95363896x94530171
15448487x15280224;92983895x39210799:88387913x55947595;98114409x92045646
41819611x25808883;99598741x75991733:70123916x30854818;95290210x42453523
14578895x32698904;86035608x96514207:2186085x76613880;9395701x95091929
91835877x66069040;97597636x78610881:21747395x88261071;21923697x89896391
19810544x69497749;92866855x70523427:52258961x78744388;66847749x98695746
28323750x4701805;64712969x24757205:19038375x6716823;21544815x96373585
80667611x25613435;91173550x89501060:69369147x86185847;80705431x89035415
15088094x6499345;23048605x58600059:91925952x15874387;95535543x19960190
11049248x15381008;61033498x15632030:64425039x47276671;76771062x53190261
4907903x75782223;12821591x93586659:79046994x74311085;96213800x92496522
63857310x67593673;73122463x84202469:19557685x88317307;28989808x92280611
4918786x11436674;34993996x41582124:15470074x87364609;66291771x96538086
34894476x56619848;44127473x87859012:92046586x80731457;95904678x96217770
7067044x6838978;61110235x10803734:32101461x44845663;43842005x67773349
35063936x36164612;48788150x38813183:80848778x37263113;96335302x74778229
67875864x84826572;77673876x98050813:29785461x99779592;88590091x99935794
20957518x81471455;26052236x86252275:47035561x14171139;79661993x93000429
44903470x19150245;66493994x76574594:4658280x27085592;13659295x27568999
86785409x53189520;96550995x56232293:25058790x36436839;92731984x55979596
76918472x42227112;84362045x98256139:80632766x95544389;85691368x96431640
58373287x57220246;83862096x92832263:96333786x60098593;96348211x63794055
6963824x99490781;89769782x99632458:35960945x40647295;98064670x98130308
3414876x62095153;31542864x65687730:96964522x17680083;97296195x29581341
70008703x45169686;74894330x93448742:84682163x49617622;92221972x73761838
43642331x74692214;91402739x81447408:51067505x43442729;79408417x45445074
13801430x70539248;27418483x82164151:83337885x31254631;94032543x65005962
91601749x17000;98638047x84620455:22704503x57817944;32833791x78443031
43551773x98562860;89769584x98719166:30384730x64091795;58878329x70882778
39386419x76754813;92750008x95985302:53335558x22157647;60216511x81880416
85679753x26139996;99058320x65651114:97125117x43918075;98456126x61050966
85035515x65347255;90360778x78000010:57620660x47904945;83635973x78653786
26927235x96307426;28514449x96400207:14366614x4977522;93847885x7757165
51705510x86123388;82819632x88414282:24799057x72341337;86840023x74795447
61625255x87492720;79270648x88933571:27424874x22755408;32209652x92319699
37958386x53255521;99897615x54519966:55894582x53564807;83670785x54899089
40134051x68362291;96594266x77645395:87818364x80415290;96903759x96703330
88446614x28695548;99329888x72489191:94592334x44426366;97929630x82509025
63244672x9088118;81162093x46645711:99761525x71531769;99807707x75917909
79416690x46618046;84420379x69038826:54857365x49669725;98407571x74331810
10861013x28690664;30405299x98401689:42366198x40510549;95281129x59715743
65566492x16927762;80805988x67636081:18146246x61361618;94509946x90935652
55408608x2943486;94367258x36136170:99732176x93785306;99744249x99926788
22779297x74484528;78695756x95902939:95166021x36549075;97295526x66019455
44530145x19051626;69819871x61641840:50853160x39835821;54180361x79234964
8237268x23165837;70157077x83280056:53798977x98479374;83751270x98758796
62947827x42268494;91965904x68341210:41063842x46057011;75983487x87410611
28140323x2592601;59431066x96549542:69033022x57798830;86461063x92244967
7708674x10188073;73881835x59217932:48762704x57488934;85313303x58676933
47532273x80400357;65500438x86075422:96270433x75656129;97593136x86498981
73931850x42878996;93949729x87033032:81105015x4177447;99275892x99394519
99534824x83581021;99879945x97300126:78629593x62893446;94765831x67264437
9679334x29476214;74868567x48618803:57121692x8187384;79189242x15859363
20827868x48891586;51126473x54304832:11717676x96261318;18800008x99969544
67888099x15352688;75753153x67521762:82347584x38744656;86902267x57372130
67522855x75962106;83564805x95668741:71801098x19213540;81951741x70897396
71352680x71833245;95557050x78646952:25785984x15064163;31890113x54804283
68603179x65581447;91444017x98676634:75339856x50476535;76476619x94524257
77930162x1208799;95463370x37851848:7619296x96426874;62205555x98143698
33430666x55342350;51212762x87581062:83942675x32394019;96801643x58656461
19055738x84805705;57699976x98182198:36669684x27352137;77454861x59097439
9428481x86291247;41634975x90970722:57198857x64828100;75433770x89929503
98918043x74362242;99814530x89776986:58066426x62767088;98539829x75523557
88063994x40247920;97342777x61150709:74794366x91446048;86167426x99693117
40354868x59485394;62121481x94358673:85553976x4137428;88131098x90312011
52092072x79892550;82715679x90714998:49659895x61756980;82707980x99730664
61884041x14124367;66677085x44933215:81163588x64484085;94817045x85413818
84974698x13241918;85336570x84583986:76336720x3449581;78009229x75327460
44113134x48580962;78084788x72741966:2248929x11882380;50926734x23198644
78720536x10465267;93227289x97419137:44425824x54368719;50228018x69993289
15980773x53818939;79414147x62575636:83237059x82288017;87875871x83081292
72009441x9739098;79461480x97354883:32864961x76651959;71183615x92963143
60472210x51574145;90202619x57365520:21536479x50714762;36527782x58056095
692520x91450297;68540744x96070867:93763848x48465307;96629473x93742258
48039691x98993972;69912800x99756305:91087175x20627012;94451167x40590488
78498453x14123479;99520554x61188448:77788277x3103126;82665430x82220450
91520587x75580992;97843243x84191779:49968237x82666771;67605096x83363829
24783877x25197812;76187673x52378084:26980498x13028448;89410402x28653588
78158093x5982300;87988641x42563349:9037290x70867063;70567465x95541393
54586930x34170982;98358320x53101566:40607624x772122;72563076x46304940
65218236x4075398;69431279x16750859:54431229x12276231;62125749x23484742
59429028x48796062;94752414x66783717:12959399x99953658;39639532x99973197
84741734x45768107;93869606x64998644:43799466x75668757;82642883x88469888
3697722x94655015;66556712x96197728:80664393x69850528;95977417x98802063
67569336x81904968;93868456x99302063:20279339x13890407;30710806x69813517
32731504x25949283;97484318x55728445:8214266x35899585;25577040x48371920
96431346x84957733;99944520x89719570:69062227x119015;92064000x29842005
36444031x32549588;37600320x54862350:13187788x18122035;46873365x43149034
17215134x14850095;31232867x88818656:63083177x60257285;88076858x95468852
45932064x27245563;88567527x68535250:36384238x26662622;67879046x73219517
29373002x59800580;72601597x98191837:82764637x11068941;99346718x43006715
80974360x82955147;98196546x95753717:76640990x32394522;95348204x99764232
78138202x77131370;95113461x92727066:1701502x4607398;10564645x13729517
38188083x95272139;87924071x97664964:28416445x2512842;32784745x80202219
75156700x50315606;87504967x61202644:9429806x70765637;74045019x77113328
5863781x10227645;31440799x82199615:86728325x5643650;89957213x72489903
46460832x55050619;66127364x62982415:71369665x86351800;85569600x94701237
56599499x67085572;88369502x68720288:58021562x40640817;91326059x58664174
88008089x65657790;99634136x86624338:4928944x49335652;36540576x77822094
6882408x81468572;81365667x96345275:3152778x99335064;51538766x99720836
74819779x79241479;89316530x90225918:59641545x24641289;83267046x67980565
63352813x63890825;81036438x96904897:14743190x54627542;80487853x55034633
86529400x75242696;94122119x93165280:36321072x5186675;44776720x86165788
87397325x14493284;89305856x45609734:42715107x79707530;85714427x95194999
73866861x45325016;73868200x90214083:4517371x51121734;13601201x68274468
72307791x46308641;85438967x85085600:69897717x92334986;75136745x93519532
25360842x43957163;27044373x92185667:63431749x82773744;72611646x83191767
52385303x10200219;87730904x54722103:71141834x43017353;89639234x58381108
68546170x86911114;80631338x92816027:3246817x55572201;65058271x57539351
5243375x2495399;6407280x88087459:40970771x39100358;57395295x48342094
22808864x72958898;43852083x87724440:49701389x32364099;55856795x91755427
17231375x10959821;18961827x88446241:57128289x24892544;87606848x41963519
4400952x68975155;45446933x77801501:48857917x28542806;52891348x85884984
46683356x45085728;78142311x75260766:19860086x99931261;54102954x99975668
35132186x99877664;71436419x99915319:41288763x54003264;89983295x60416176
6057826x87985658;20559169x98135341:46654329x93467922;91902343x94658019
76335763x38924668;80652602x57988504:23423438x46200196;69032320x96965466
98718378x34743982;99608522x93236373:65554368x42724630;70361220x78396888
2159446x45735342;92686978x68501271:35960284x22851069;71177863x79649133
88932288x81794950;92796670x89754635:1828888x92261232;54388425x97075026
65536081x31525914;66101571x59169873:66393089x25678048;75414425x28590387
9766284x65225259;52112228x79151976:84220653x79198119;89021231x82614325
72711824x48519444;95735488x68326374:82660958x72483924;99212822x81944571
95390965x29384753;97686362x94817898:70627554x12564631;71805053x60650568
77193262x23242154;77957458x35432021:48418811x30756105;65493817x73540543
66847523x57732856;77470154x96799490:45227054x8396064;99346099x53175658
55717694x61061440;93537576x98754412:80826873x13684180;99505839x37042534
29156891x69743861;51834363x76300123:31452725x74533788;87472163x78889730
34364549x91629557;53546296x95487909:53229905x93180425;82168675x97056050
53616203x93247527;63297861x98222598:28612562x76649395;40375573x77341289
41406050x11834622;54146506x25184614:48291158x93934536;71031904x98810691
89666560x84428211;91873506x92063418:3946273x92044165;91577354x95638478
57507951x39197994;69457679x67484028:64441611x57254360;74578662x61367662
92225879x68188583;94091356x99111340:43806438x33813969;66389794x70533402
55361439x73378035;68078814x81512468:40317748x5270165;68965364x23479665
35290136x42148681;82423370x43276266:72207954x72402673;91738048x73667707
28828763x9236150;88209939x52930969:58969750x63765069;85690808x98146403
64489275x71335549;78220711x86741552:51752566x12203532;94132453x93380220
87543343x8714556;93580729x48920263:35869877x71800291;71743339x79400849
22852101x74313590;57737649x96656173:93218044x67474057;97718564x96837428
51593313x38236725;70579646x80661120:11359747x46242976;86486217x50124355
64724589x78802774;80751353x82497775:83510949x47887009;89234236x90382084
60634256x66079229;92027599x71663987:82728899x95869339;98908731x99371512
11633941x54923168;39926227x98830195:42273159x20570912;79228208x82134142
71194359x42386278;88902856x58200774:36245320x54223357;56718867x62854377
2224167x60532989;30236603x75171570:91213960x48149835;96773881x50960410
97332040x4253216;97643496x74907182:5725949x24197541;94876884x50826332
43353199x26415547;58407044x86921009:73120407x52297056;74792207x84410547
24862331x81186209;29373440x84153897:63515257x39157830;69836961x59348349
25524513x25250160;73095182x49609660:91457368x24251832;94654839x80716991
83867304x91678914;89812620x93842829:66685057x73253942;81093515x99305094
37278253x54328774;37978309x76252685:88759809x92439087;90537036x93951141
76352594x73575415;82002961x81720227:38418979x24234360;71998617x86027332
72516102x82335150;92453162x97662580:69041205x9879030;81542042x19580707
2323091x15540819;98610194x23182536:22352280x75640809;91895875x99721608
32749847x27014189;77211222x44053804:80048724x78856297;96023726x95247052
71435173x94169047;91847335x98234541:61076981x967850;61604748x53498908
12618227x56963985;87003723x71112071:70733129x15066687;76334235x57966750
91237098x25651491;98071692x27789851:13488263x4457469;61719971x68762152
48253425x50774130;68725323x72514382:21779351x54543850;27616174x76894470
93684576x25690981;99464481x32024417:68943777x16596122;72321474x43786168
97609288x38314691;99266238x73168599:76944729x41893152;83956714x99927283
51046730x9858212;65506760x30685169:88832979x51869248;94307003x84867231
67001609x47943281;97944929x96619360:53102498x2270318;78711914x69170143
30583165x63931212;45551867x65442717:25453462x24819307;74239341x87004261
61398516x25931399;92622409x80774507:58142344x28990080;81726480x94142146
97668686x55331299;98179349x57798933:56415265x39311413;65670787x82145365
39651216x55420605;39883398x83054888:43874459x84657174;61789043x85286758
67037512x31049307;69836286x83761858:99830635x35943643;99859006x65957963
4719127x64962317;10549351x98432269:87621033x42627644;91207270x95959806
64782128x37090586;86388942x88068993:56938519x13122646;68151207x34893126
82252088x60316155;91990997x97182659:25792302x27293388;72948681x99570741
96230629x74213029;98267556x77369069:89306146x60701347;91171220x69040150
85960850x17903266;87302874x26392895:16516566x5617594;57600695x47264424
